image,text,true_label,predicted_label
flickr8k-images\3490867290_13bcd3a7f0.jpg,"['An Indian boy looks at a black cow whilst a woman in a blue and green sari looks away .', 'two East Asian women sitting outdoors behind a cow-like animal', 'Two people and a leashed cow at a home .', 'Two women in colorful clothes sit on the ground near their cow ,', 'Two women in India , sitting near an ox .']",1,0
flickr8k-images\3306951622_93b82cac21.jpg,"['A far off view of a surfer and a person on a seedoo .', 'A man on a jet ski is watching a surfer ride the waves .', 'A person surfing a big wave .', 'A surfer catches a wave as a man on a jet ski looks on in case of an accident .', 'A surfer in a red shirt is under a large wave .']",1,0
flickr8k-images\358607894_5abb1250d3.jpg,"['A man in a black hat reaches into a box .', 'A man in a black hat touches a cardboard box .', 'A man in a black hat , with a cardboard box .', 'A man wearing a black hat opening a cardboard box .', 'The man is opening a box .']",1,0
flickr8k-images\518789868_8895ef8792.jpg,"['A boy in a black shirt is inside a structure with wooden ceiling beams .', 'A boy is playing in a dark theater near the stage .', 'A male in a black shirt near a large curved archway .', 'A young boy in an empty hall with two others in the background .', 'A young man wearing a black shirt looks down .']",1,0
flickr8k-images\109260218_fca831f933.jpg,"['People stand inside a rock dome .', 'Shaft of light in a cave shows three spelunkers', 'Spelunkers pose inside a rock cavern while bathed in sunlight from the surface .', 'three people sit in a cave .', 'Three rock climbers are posing on big rocks .']",1,0
flickr8k-images\3240048764_acce8af2a5.jpg,"['The couple is sitting near the water in lawn chairs .', 'Two people on cots watching the water at twilight .', 'Two people relax by the water .', 'Two people sit in the dark , on the shore , looking at the city lights .', 'Two people sitting in the shadows near the water .']",1,0
flickr8k-images\3094064787_aed1666fc9.jpg,"['The sheepdogs are running in the pasture .', 'Two dogs are running on some grass .', 'Two dogs are running together outside .', 'Two dogs with multiple colors are running through the grass .', 'Two speckled dogs running on a grassy field .']",1,0
flickr8k-images\2271468944_3264d29208.jpg,"[""A boy at the beach dumps a bucket of water on another boy 's head ."", 'a boy pours water on another boy .', ""A little boy pours water from a bucket onto another little boy 's head ."", 'A small boys dumps water on a baby .', 'The boy pours water on the baby .']",1,0
flickr8k-images\244910177_7c4ec3f65b.jpg,"['Three woman walk down a city street and one has a pink purse .', 'Three women , two with tattoos , walking down the street', 'Women are walking through the street drinking iced coffee .', 'Women walk down a buzy sidewalk .', 'Women walking down the street .']",1,0
flickr8k-images\3691622437_f13644273c.jpg,"['Girls are doing somersaults .', 'Girls cartwheeling inside .', 'Little girls do cartwheels in a large , empty room with folding chairs to one side .', 'Two girls are doing cartwheels as other children stand around watching .', 'Two girls doing cartwheels , while other children look on .']",1,0
flickr8k-images\2525232298_cf42d415ab.jpg,"['a man climbs large rocks .', 'A man in dark clothes appears to be climbing rocks .', 'A man is rock climbing on a natural rock .', 'A man rock climbs .', 'This picture depicts looking up at a rock climber .']",1,0
flickr8k-images\2871962580_b85ce502ba.jpg,"['A football player in mid stride holding a football .', 'A football player is running with a football .', 'A football player with a football is being pursued by another player .', 'An american footballer in a white strip who is carrying the ball is being pursued by another player in a black strip .', 'One football player holding the ball is chased by another football player from the opposing team']",1,0
flickr8k-images\2352414953_10f3cd0f1f.jpg,"['A boy holding a tube and smiling at the camera .', 'A child dressed in blue laughs .', 'A smiling child in a blue shirt .', 'A young boy smiles while holding a tube of toothpaste .', ""Child in blue shirt smiles about what 's in his hand .""]",1,0
flickr8k-images\3497485793_e36c1d2779.jpg,"['A pair of young women with an easel give a lecture to a young audience .', 'Two girls are using a flip chart whilst talking to some younger children .', 'Two girls doing a presentation', 'Two young woman perform near handwritten notice as little girls watch .', 'Two young women with a large piece of paper .']",1,0
flickr8k-images\978580450_e862715aba.jpg,"['A blonde child swims .', 'A boy is swimming in open water .', 'a child submerges from the water .', 'A kid comes up from the water .', 'The small child comes up from underwater .']",1,0
flickr8k-images\1028205764_7e8df9a2ea.jpg,"['A man and a baby are in a yellow kayak on water .', 'A man and a little boy in blue life jackets are rowing a yellow canoe .', 'A man and child kayak through gentle waters .', 'A man and young boy ride in a yellow kayak .', 'Man and child in yellow kayak']",1,0
flickr8k-images\185972340_781d60ccfd.jpg,"['A man drives a green jeep over a few jagged rocks .', 'A man drives a jeep over rough rocks .', 'A man driving a green jeep is crossing over large rocks .', 'A man is driving a green tractor-like vehicle over rocks .', 'A vehicle climbs on rocks near a forest .']",1,0
flickr8k-images\3527184455_1a9c074ff2.jpg,"['A man and a woman holding two young boys are sitting on a park bench , posing for a photograph .', 'A man , woman , and two young boys are sitting on a bench with flowers in the background .', 'There is a man , woman and two boys sitting on a bench .', 'Two adults and two children pose on a park bench .', 'Two adults and two children sit on a park bench .']",1,0
flickr8k-images\3326086533_23a0a54a8e.jpg,"['A black dog clutches a pink purse in his teeth and runs .', 'A black dog is running on the grass with a pink purse in its mouth .', 'A brown dog retrieves a pink toy .', 'A little black dog is running in the grass with a pink purse in its mouth .', 'The wet dog has retrieved the pink purse with aqua handles .']",1,0
flickr8k-images\697582336_601462e052.jpg,"['A black and brown dog running across the grass .', 'A black and brown dog runs in the grass while hanging its tongue out .', 'A black dog runs on green grass towards the camera .', 'a brown and black dog on the grass', 'The German shepherd runs happily in the park .']",1,0
flickr8k-images\1197800988_7fb0ca4888.jpg,"['a person sits at a table behind a tree .', 'A person wearing a purple jacket stands behind a tall tree .', 'A woman in a purple jacket is eating a snack at a table behind the tree .', 'A woman sits at a picnic table eating with luggage .', 'People eat under green trees .']",1,0
flickr8k-images\347186933_880caaf53b.jpg,"['a lady hangs from a tree with blue stuff tied around her .', 'An acrobat entangles herself in fabric twisted in the trees above .', 'A woman hanging from a tree , her leg wrapped in cloth .', 'A woman dangles from a blue fabric connected to a tree .', 'Woman hangs on tree limb .']",1,0
flickr8k-images\3626998066_3ae11ee278.jpg,"['A brown dog chases another brown dog who has a green ball .', 'Two black dogs are running in the grass , one has a green ball in his mouth .', 'Two brown dogs are playing with a green toy on grass .', 'Two brown dogs run through a field .', 'Two brown dogs run together .']",1,0
flickr8k-images\2754898893_95239c1f19.jpg,"['A woman smiles in front of an ocean view .', 'A woman standing in front of a beach scene and smiling .', 'a young woman posing in front of a beautiful beach scene .', 'The woman in glasses is smiling with the ocean in the background', 'Woman standing on a hill in front of the ocean .']",1,0
flickr8k-images\2114739371_83aa8bdb0e.jpg,"['A brown and black dog leaps through the freshly mown grass .', 'a dog runs through the grass .', 'A shepherd bounds through the grass .', 'Black and brown dog running on grass .', 'Brown and tan dog , mouth open with tongue hanging out , running in the grass .']",1,0
flickr8k-images\3099694681_19a72c8bdc.jpg,"['A few people are playing instruments around a table .', 'A group of people are playing instruments while sitting at a table .', 'Five people sitting around a table and playing various instruments .', 'Musicians playing their instruments at a table .', 'Musicians sitting at a table inside , playing classical instruments .']",1,0
flickr8k-images\3330007895_78303e8a40.jpg,"['A man in a black jacket is beside the window of a coffee shop looking down .', 'A man in a dark jacket looking down .', 'A man wearing a black jacket looking down .', 'A man wearing a black shirt and sweater is looking down .', 'An older man in a black jacket looking down .']",1,0
flickr8k-images\2522540026_6ee8ab4c6a.jpg,"['A race car moves down the road as two people watch from a distance .', 'A race car , numbered 104 is rounding a bend as two people watch and take pictures .', 'A silver and blue rally car is passing two spectators who are standing at the roadside .', 'Blue and silver car going around curve being watched by people standing in grass', 'Silver and blue car marked 104 raises dust on road as two background people watch .']",1,0
flickr8k-images\2864634088_d087494dff.jpg,"['A group of people riding bicycles turn on a street .', 'a large group of bicycles racing on the street', 'A line of men on bicycles compete in a race', 'A tight crowd of bicyclers make a sharp turn in a race .', 'Lots of cyclists ride during a race .']",1,0
flickr8k-images\1287920676_d21a0b289b.jpg,"['A snow dog in a red harness .', 'A white dog and a brown dog attached by harnesses .', 'A white dog with red straps on it is looking back .', 'The dog has red straps in its back .', 'The dogs are joined together with a red harness .']",1,0
flickr8k-images\3475092236_cf45d383c7.jpg,"['A group of people are looking and taking photos of something off camera .', 'A group of people are standing by a window watching something .', 'A group of people clap and take pictures of an unseen subject .', 'A group of people stand and wait to see something .', 'Crow of people taking pictures and clapping .']",1,0
flickr8k-images\3353400143_8b9543f7dc.jpg,"['A man in a yellow outfit riding a yellow motorcycle .', 'A motorcyclist in yellow .', 'A motorcyclist in yellow and white rides his bike .', 'A yellow motorcycle drives down the road .', 'A yellow motorcycle is being ridden on a racetrack .']",1,0
flickr8k-images\2689491604_d8760f57b4.jpg,"['a boy in an inflatable pool is being splashed with water .', 'A little boy is splashing in an inflatable pool .', 'A little boy splashing in a blue inflatable pool .', 'A small child is being splashed by water from an inflatable pool .', 'The boy splashed the water .']",1,0
flickr8k-images\2949337912_beba55698b.jpg,"['A man surfing on a big green wave .', 'A person is surfing a big wave .', 'A surfer is riding on a breaking wave .', 'A surfer rides a green wave .', 'A surfer rides out the green and white waves .']",1,0
flickr8k-images\3168796547_0c14b368f9.jpg,"[""Two children sit on an animal 's back ."", 'Two children sitting on a deer statue for a photo .', 'Two kids sit on a statue of a deer .', 'Two little kids riding on a fake reindeer .', 'Two young children sit on top of a deer statue .']",1,0
flickr8k-images\2478929971_9eb6c074b6.jpg,"['A girl dancing with four boys watching .', 'A group of boys and girls sit and talk together under a tree', 'A group of teenagers stand in a park .', 'Teenagers socializing in the shade .', 'The six kids are in the shade of a leafy green tree .']",1,0
flickr8k-images\3494723363_eaa6bc563b.jpg,"['A man in a black wetsuit is surfing in the ocean .', 'A man in a wetsuit on a surfboard .', 'A man in a wetsuit surfing .', 'A man on a surfboard rides the waves .', 'The surfer rides a wave .']",1,0
flickr8k-images\3084149186_4bc08b0752.jpg,"['A climber hangs from a rock face while another watches .', 'a free climber is hanging from a rock whilst being watched by a man in a green t-shirt .', 'A man is holding onto the underside of an outcropping while rock climbing .', 'A young man climbs the bottom surface of a rock .', 'The man wearing a brown shirt clings to a rock .']",1,0
flickr8k-images\3204922011_185e48949a.jpg,"['A man surfs on a huge green wave .', 'A surfer dressed in black catches a huge wave and starts riding on the descent .', 'A surfer in a black wetsuit rides a wave .', 'A surfer is riding a wave that is beginning to tube .', 'Surfer riding down a curling wave .']",1,0
flickr8k-images\3407357681_5aeaab5b59.jpg,"['A dog is running in a large body of water causing it to splash .', 'A dog jumps through water .', 'A dog running in the water .', 'A dog running through water .', 'a dog sprints across the water .']",1,0
flickr8k-images\3541162969_68fa4a60df.jpg,"['A girl has just jumped into the water as evident by the air bubbles around her .', 'A lady in a blue swimsuit is swimming underwater .', 'A person has just dove into a body of water and bubbles are going up .', 'A woman diving in a blue swimsuit .', 'a woman dives into the water .']",1,0
flickr8k-images\495033548_bd320405d8.jpg,"['Men participate in a soccer game .', 'Two male soccer players in game action .', 'Two men fall as they battle for a soccer ball .', 'Two opposing footballers play on a field .', 'two soccer players playing soccer on a field']",1,0
flickr8k-images\3634281981_d9cf1d1a33.jpg,"['A man rides his bike on the side of a rocky hill .', 'A person in a black backpack biking on a rocky path .', 'A person in purple shorts riding a bike up a mountain .', 'Mountain biker approaching a cliffside vista', 'This person is riding a BMX bike on a clifftop .']",1,0
flickr8k-images\3258472448_75cfab5e6f.jpg,"['A man is engulfed in flames while two movie crewmen supervise .', 'A person on fire .', 'A person on fire runs to the left and two other people face him .', 'Stunt man on fire with two men watching .', 'Three people , one of whom is on fire .']",1,0
flickr8k-images\2696060728_3043cfc38c.jpg,"['A girl stands on a surfboard which a man is standing behind and holding .', 'a little girl learns to surf with an instructor .', 'A man helps a girl get up on a turquoise surfboard .', 'A young girl riding a surfboard .', 'Two people on a surfboard in the water']",1,0
flickr8k-images\238512430_30dc12b683.jpg,"['A boat is illuminated at night .', 'A large ship on the water at dusk .', 'A man is sitting on the end of hit boat overlooking the water .', 'A person sits on the front deck of a ship and a city and another ships is lit up in the distance .', 'A ship in a harbor at night with a city skyline behind .']",1,0
flickr8k-images\241346352_c5a0ea43c6.jpg,"['A football player is kicking the ball while the opposing fans watch .', 'A football player kicks the ball during a game with a red shirted crowd looking on .', 'A male wearing a football uniform kicking a football during a football game .', 'A man punting a football as fans from the opposing team watch in the background', 'The Sooners play another football team , number 17 goes after the ball .']",1,0
flickr8k-images\3678098428_40c1b74cc2.jpg,"['A bearded man at a fair wearing a black tank top and a plaid hat .', 'A guy with a black tank top .', 'A man in a black tank top wearing a red plaid hat', 'A man wearing a black tank top and red plaid hat is smiling as a man behind him is playing with a colorful object .', 'A man with face peircings and a red fadora hat smiles at a fair .']",1,0
flickr8k-images\1273001772_1585562051.jpg,"['About 12 kids and a few adults get splashed by an off camera source .', 'A group of children are in a water fountain .', 'A group of children standing in a shallow pool of water .', 'A group of young kids play in the water on a sunny day .', 'Children and adults play with a sprinkler .']",1,0
flickr8k-images\2130986011_47cb05c8c9.jpg,"['A child in orange poses in the snow riding a blue sled .', 'A child on a plastic sled .', 'A child sleds .', 'A little boy in an orange goggles and coat is playing on a blue sled in the snow .', 'A young child with snow on his face gets out of a blue sled .']",1,0
flickr8k-images\406901451_7eafd7568a.jpg,"['A black and brown dog attempts to catch a red ball in its mouth .', 'A brown and black dog approaching a red ball .', 'A brown and black dog is trying to catch a red ball in its mouth .', 'A dog with mouth open to catch the red ball .', 'A tan and black dog opens its mouth for a red ball .']",1,0
flickr8k-images\3225998968_ef786d86e0.jpg,"['A man on skis on a snow-covered hill with mountains in the background', 'A man with red pants is skiing downhill .', 'A person in red pants skis down a mountain .', 'A skier in red pants is on a snow covered slope .', 'This person is skiing .']",1,0
flickr8k-images\337793983_ac5b2e848e.jpg,"['a couple men sitting outside of a bar', 'Men sit and talk at the storefront of a cafe .', 'There are two people inside , and two men outside , a cafe ; with a tv on in the background .', 'Two men are sitting at a table outside a coffee shop .', 'Two men sit outside a cafe painted blue .']",1,0
flickr8k-images\3721799573_2f470950e0.jpg,"['There are two ladies embracing and posing shown here .', 'Two girlfriends smiling .', 'Two women have their arms around each other and are smiling .', 'Two women smile for the camera .', 'Two women with their arms around each other smile .']",1,0
flickr8k-images\297169473_d3974e0275.jpg,"['a brown dog is in a grassy field twisting itself around to see underneath itself .', 'Two big brow dogs who look alike wrestle .', 'Two dogs are playing in a grassy field .', 'Two dogs play with each other in the grass .', 'Two grey dogs fight .']",1,0
flickr8k-images\2890731828_8a7032503a.jpg,"['Firemen are battling a fire .', 'Firemen stand outside a burning building with lots of smoke .', 'The firefighters are just under the flames and smoke .', 'There is a group of firemen watching a huge fire in some buildings in the distance .', 'Three firefighters duck from fire and smoke coming from a building .']",1,0
flickr8k-images\2935986346_29df6cf692.jpg,"['A dog runs through the grass .', 'A dog with a muzzle in the grass and sunlight .', 'A grey dog wearing a muzzle runs over grass .', 'A grey dog with a muzzle running .', 'The furry black dog is sitting on the grass']",1,0
flickr8k-images\2063277300_f7ff476914.jpg,"['A little girl in stripped tights lays on the laps of a little girl and boy .', 'Three children and playing and laughing on the floor .', 'Three children playing on the floor .', 'Three children wrestle on a floral carpet .', 'Three young kids are all tangled up together and playing on a big rug .']",1,0
flickr8k-images\3572942419_16ebdc3d46.jpg,"['a woman at a desk signing paperwork in front of another', 'A woman filling out some paperwork while another woman waits .', 'A woman signs paperwork at an event .', 'Several women are talking outside .', 'These women are filling out forms at a stand outdoors .']",1,0
flickr8k-images\1095590286_c654f7e5a9.jpg,"['A blond dog and a black and white dog run in a dirt field .', 'a dog chases another dog .', 'A yellow dog and a black and white dog are running in the dirt .', 'Two dogs are running in a field .', 'two dogs running around']",1,0
flickr8k-images\2393971707_bce01ae754.jpg,"['people in red and pink walking down large steps', 'People walk down steps .', 'Two people descending a set of gray steps .', 'Two people walking down some stairs .', 'two women walk down some stairs with intricate designs on the railings']",1,0
flickr8k-images\3023178539_836b50cd43.jpg,"['The boys dressed in athletic wear perform exercises on the grass .', 'Two boys are running around a field .', 'Two men are running side by side in a field .', 'Two men run across a field near a parking lot', 'two teenagers playing ultimate Frisbee']",1,0
flickr8k-images\2381102729_12fc4d4c76.jpg,"['A dog jumps over some water .', 'a tan dog jumping across a stream', 'A tan dog jumps across some water while another dog watches .', 'the white dog jumps over a stream of water .', 'White dog leaping across a small body of water .']",1,0
flickr8k-images\3301744710_b51280eb56.jpg,"['A man wearing a blue shirt holds up a piece of art .', 'An elderly man in a blue shirt is holding up a piece of canvas art .', 'man holding black paper with white illustration', 'The man in the blue shirt shows of a picture .', 'The man in the blue smock and beret holds up a brass rubbing .']",1,0
flickr8k-images\3650986674_3e101c606b.jpg,"['A brown dog and a tan dog run on a beach .', 'Dogs chase each other through water .', 'The black dog and the brown dog are on the ground .', 'Two dogs play in shallow water .', 'two dogs running on the beach']",1,0
flickr8k-images\2967549094_d32422eb01.jpg,"['a man inside of a white subway train', 'A man sits by a window on a train .', 'A man sits by the window in a train .', 'A man sits in the window of a train .', 'The side of a subway cart , with one man in the window .']",1,0
flickr8k-images\2467850190_07a74d89b7.jpg,"['A dog and a person look under the shelf .', 'A dog and a woman bending over .', 'A woman and a dog both kneel with their heads down and butt in the air .', 'a woman and a dog both with the butts turned towards the camera', 'The backs of a woman and a dog .']",1,0
flickr8k-images\3381584882_341ee3092f.jpg,"['A person in red jumps his snowboard with the ocean in the background .', 'A snowboarder in the air near a red barrel .', 'a snowboarder jumps over a barrel .', 'Person in red jacket , dark pants , on a snowboard .', 'Snow surfer flying in air .']",1,0
flickr8k-images\2969380952_9f1eb7f93b.jpg,"['A few men sprint across the grass in competition with one another .', 'A man in a grey shirt is winning a race in the grass .', 'A man leads the way in a race .', 'People running a race and the guy in grey is in the lead .', 'Two men running outside in a competition .']",1,0
flickr8k-images\3084011028_d1e2c40d7d.jpg,"['A brunette and blonde girl are smiling .', 'The two women are smiling at the camera .', 'Two brunettes with brown eyes are looking into the camera .', 'Two girls looking into camera and smiling', 'Two women with long hair posing for a picture']",1,0
flickr8k-images\3667318593_fa1816b346.jpg,"['A girl in a dress sitting on a red swing ride .', 'a girl sits on a swing ride .', 'A small Asian girl is sitting in a red seat on a merry go round .', 'The girl is sitting on a swing .', 'The young girl is sitting on the swing seat waiting for the carnival ride to begin .']",1,0
flickr8k-images\3094317837_b31cbf969e.jpg,"['A man rides a wave on a surfboard .', 'A man wearing a black wetsuit is surfing in the water .', 'A person on a surfboard riding a wave', 'A person wearing a black wetsuit jumps high above a wave with a surfboard .', 'A surfer on a red surfboard jumps over a high wave in the ocean .']",1,0
flickr8k-images\1937104503_313d22a2d0.jpg,"['A black and white dog is playing in water .', 'a black dog is standing on a step next to a river at it shakes itself dry .', 'A dog is shaking after coming out of the water .', 'A dog is shaking water off of itself .', 'A dog shakes off water .']",1,0
flickr8k-images\3652584682_5b5c43e445.jpg,"['A guy jumps off of rocks into the water .', 'A man is jumping over the rocks , and towards the water .', 'A man jumping near rocks and a body of water .', 'a man jumping off a rocky cliff into the ocean', 'The man is jumping into the water .']",1,0
flickr8k-images\557601144_50b8c40393.jpg,"['A dog is chasing a ball in a backyard .', 'A dog runs for a tennis ball in a backyard with a tile courtyard .', 'A grey dog runs in a backyard terrace .', 'A white dog running in the backyard .', 'Grey dog running down pavement toward laundry line in courtyard .']",1,0
flickr8k-images\2831314869_5025300133.jpg,"['A fisherman sits on the roll of chain .', 'a man in boots sitting on a machine', 'A man resting his legs on spool of metal cable .', 'A man wearing big , brown , rubber boots is sitting down of a machine with big chains .', 'a young man relaxing his legs on a pice of machinery']",1,0
flickr8k-images\3416246113_1745559b6b.jpg,"['A man in a blue headband plays tennis .', 'A man running during a tennis match .', 'A tennis player is running across the court with a racquet in his hand .', 'Closeup of a man running with a tennis racket', 'This man , wearing a blue headband and white shirt , is playing tennis .']",1,0
flickr8k-images\3483140026_e14f64fdf5.jpg,"['A man in a hardhat stands beside a ladder .', 'A man in an orange jacket and white hat looks off camera .', 'A man is wearing a hardhat and orange jacket standing in front of a red ladder .', 'A person in a white helmet is standing next to a ladder .', 'A smiling construction worker with a white helmet .']",1,0
flickr8k-images\2955099064_1815b00825.jpg,"['A group of men struggle to catch the ball in the air .', 'Three men react as a football flies overhead .', 'three men with football in air', 'Three men wrestle for a soccer ball .', 'Three rugby players grab for the ball .']",1,0
flickr8k-images\3018304737_0a46fc5f1d.jpg,"['a lone surfboarder surfing a wave riding a white surfboard .', 'A man catches a huge wave on his surfboard .', 'A surfboarder going down a wave .', 'A surfer makes a turn on a wave .', 'The surfer is riding a wave .']",1,0
flickr8k-images\3386375153_20c56d0aae.jpg,"['A bicycle goes downhill .', 'A bicyclist wearing a dark helmet and a blue jacket jumps over a mound in a field .', 'A man in a blue jacket riding a bike', 'A man is biking on a hill .', 'A person rides their bike down a hill .']",1,0
flickr8k-images\528500099_7be78a0ca5.jpg,"['A smiling woman is wearing sunglasses on a day with sparse clouds .', 'A woman dressed in a Nike shirt and matching pants looks down at the ground .', 'A woman wearing a blue uniform stands and looks down .', 'The lady smiles on a clear day .', 'The woman is all dressed in blue and standing under a blue sky .']",1,0
flickr8k-images\2882743431_c3e6cd1b5c.jpg,"['A black dog bites a white dog on the grass .', ""A brown dog is nibbling at the white dog 's face ."", 'A brown dog mouthing at a white dog .', 'A brown dog playfully bites a white dog .', 'One dog makes a playful bite on another dog .']",1,0
flickr8k-images\3336682980_1082a66878.jpg,"['A woman shows off a newborn baby to a young boy and girl .', 'a woman holding a baby with two children around her', 'Two children and an adult admire a newborn baby held by the adult .', 'Two women , a little boy , and a baby .', 'Woman holding baby and young girl and boy look on .']",1,0
flickr8k-images\3486831913_2b9390ebbc.jpg,"['A brown dog on the grass next to a pond .', 'A brown dog runs through a grassy field', 'a brown dog wearing a blue collar is running on the grass .', 'A dog is lying in the grass with a body of water beside him .', 'The brown dog with a blue bandanna tied around its neck is laying in the grass by the water .']",1,0
flickr8k-images\3598447435_f66cd10bd6.jpg,"['A kayaker gets wet in the rapids .', 'A kayaker in a green boat paddles through the rapids .', 'A man in black with a helmet is water rafting in a green canoe .', 'One man in a green kayak paddling through the water .', 'This man is kayaking in whitewater .']",1,0
flickr8k-images\314603661_51e05e0e24.jpg,"['A basett hound runs for a falling biscut .', 'A brown dog with big ears walks across the carpet after a brown toy .', 'A hound dog runs around in a house chasing a toy .', 'Brown and white dog trotting with brown object falling nearby .', 'The brown and white dog is running to catch something .']",1,0
flickr8k-images\3364160101_c5e6c52b25.jpg,"['A game of hockey is being played .', 'A man wearing a sports uniform runs down the field as another follows .', 'A player in purple , white , and black attempts to make a play near the end of a field .', 'number fiveteen runs with the lacrosse ball .', 'Two lacrosse players are running on the sports-field .']",1,0
flickr8k-images\3183519385_311555d5f5.jpg,"['A man is about to fall off his surfboard in a wave .', 'A man surfs , the sun behind him , his face in shadow .', 'A woman on a surfboard in front of a wave of green water', 'Someone is surfing a giant wave .', 'The boy is surfing .']",1,0
flickr8k-images\1952896009_cee8147c90.jpg,"['A woman carrying a purse and a bag with a baby in a backpack walking down a road .', 'A woman carrying large bags walks down the street .', 'A woman walking down the street carrying luggage with a baby on her back .', 'A woman walking on the street with a child on her back and bags under one arm and in her other hand .', 'A woman walking with a baby on her back a purple bag in her right hand and a brown one on her left shoulder .']",1,0
flickr8k-images\3289817083_4e78e1c05a.jpg,"['A child and parent pet a horse .', 'A family pets a brown and white pony', 'A man holding a baby who is petting a pony .', 'A toddler is petting a brown and cream colored pony .', 'The man holds the child while the child pets a brown horse .']",1,0
flickr8k-images\3277162496_dff7eeb59e.jpg,"['Three dogs playing on grass .', 'three dogs playing together in a grassy field with trees in the background', 'Three dogs play with each other out in the field .', 'Three dogs wrestle in the grass .', 'Two black and one white dog interacting in the grass .']",1,0
flickr8k-images\3046286572_d2050ab0d9.jpg,"['A bicycler does a trick in the air and his shadow is captured on the ceiling .', 'A boy doing a trick in the air on his bicycle', 'A man in a brown shirt and jeans is doing a trick on his bicycle .', 'A man performing a bicycle trick inside in midair .', 'The man is doing a trick on a bike in midair .']",1,0
flickr8k-images\1434607942_da5432c28c.jpg,"[""A child rides on a man 's shoulders ."", ""A child wearing a red jacket is sitting on the man 's shoulders ."", 'A man carrying a girl on his shoulders .', ""A small child in a red jacket is sitting on a man 's shoulders and holding his head ."", 'A white man with carrying hair and a beard with a child on his shoulders .']",1,0
flickr8k-images\3268175963_113d90d178.jpg,"['A dark haired man standing up singing and a man in a brown hat sitting playing guitar .', 'A man sings as another is playing guitar .', 'Singer and guitarist performing .', 'The man sang a song while another man played guitar .', 'two musicians singing and playing']",1,0
flickr8k-images\390360326_26f5936189.jpg,"['A brown dog is carrying a toy in the snow .', 'A dog running with something in its mouth', 'a dog runs across the snow .', 'A dog with a frisbie in his mouth is running in a snowy field .', 'Tan dog with a toy running in the snow .']",1,0
flickr8k-images\2899501488_90d5da5474.jpg,"['Motorcycle racers take a sharp turn .', 'Motorcyclists racing on a track .', 'People on motorbikes are coming around a turn .', 'Riders on colorful motorcycles lean into a turn on a racetrack .', 'The motorcyclists all turn together in the race .']",1,0
flickr8k-images\418357172_bdddf71d32.jpg,"['A black and tan dog is walking over a shoreline with many small sand hills .', 'a brown and black dog running on a shore near the beach .', 'a dog in the beach', 'A dog walking on a wet beach .', 'A small black and tan dog walking in wet sand .']",1,0
flickr8k-images\2814406547_a237ef0122.jpg,"['A man in a colorful outfit stands over a trashcan outdoors .', 'A man in a robe leaning against a trashcan and watching pedestrians .', 'A man wears a floral bathroom as he stands over a trashcan .', 'A person wearing clothes with a floral pattern leans on a trashcan cage .', 'person wearing a flowered robe holding a cup of coffee leaning on trashcan']",1,0
flickr8k-images\3541962817_78bcd3835b.jpg,"['A horse leaps over a fence while a rider hangs on .', 'Man riding a horse jumping over a wooden fence .', 'Person in a yellow helmet is jumping a brown horse over a fence .', 'The horse and rider are jumping over a fence .', 'The horse and rider jump a fence .']",1,0
flickr8k-images\3500399969_f54ce5848f.jpg,"['Seven people are posing over a structure that extends over a watery area and ocean .', 'Seven people jumping into the clear blue water .', 'Seven people jumping into water .', 'seven people jump into the water .', 'Seven people leaping into the air over a walk over blue water .']",1,0
flickr8k-images\3178005751_fca19815ac.jpg,"['A boy and girl , both in jeans , are standing in front of a fence .', 'A girl in gray and a guy in stripes pose against a fence .', 'A man and woman stand next two each other , in front of a wood fence .', 'Smiling woman with man in striped sweatshir in the park .', 'two people posing for the picture with a few trees in the background']",1,0
flickr8k-images\3264397357_72f084cac1.jpg,"['A brown haired woman wearing a red scarf near a stream .', 'A dark haired lady with a big smile is wearing a bright red scarf .', 'A woman in a red scarf smiles for the camera .', 'A woman wearing a red scarf is standing on a hill by a winding road .', 'A woman wearing a red scarf smiles in front of a mountain background .']",1,0
flickr8k-images\3441511444_b031585b45.jpg,"['A man in uniform presents paperwork to another for his signature .', 'A man wearing a tan coat signs papers for another man wearing a blue coat .', 'Two men are holding papers , while one of them writes something .', 'Two men getting a document signed', 'Two men with heads down signing a paper .']",1,0
flickr8k-images\3041487045_b48ac7ed08.jpg,"['A dog runs through the woods .', 'A pale tan dog romps through a wooded area', 'A tan dog is carrying a small object in its mouth .', 'a tan dog running', 'A yellow dog is trotting through the leaves .']",1,0
flickr8k-images\3173976185_8a50123050.jpg,"['a black and white dog is standing on the grass with its mouth wide open .', 'A black and white dog looks at the camera with an open mouth .', 'A black and white dog , on a green field , barking at the camera .', 'A black and white dog runs with its mouth open .', 'The black and white dog has its mouth wide open .']",1,0
flickr8k-images\96985174_31d4c6f06d.jpg,"['A hiker is walking along a path at the foot of some snowcapped mountains .', 'A man walks near mountains .', 'A man with ski poles stands in front of a mountain .', 'The person is walking in the mountains .', 'The skier is looking at the snowcapped mountains .']",1,0
flickr8k-images\2962977152_9d6958fdd5.jpg,"['A man in a white shirt and blue shorts and a man in a red shirt and white shorts playing soccer .', 'Two men fighting for control of a soccer ball as fans watch', 'Two players hustle during a soccer game .', 'Two soccer players fighting for the ball .', 'Two soccer players rush to kick the ball .']",1,0
